100,35.33940951,-10.01696156
102.3292992,35.33754652,-10.25056898
104.7128548,35.33559418,-10.48963667
107.1519305,35.3335481,-10.73429301
109.6478196,35.33140373,-10.98466944
112.2018454,35.32915624,-11.2409005
114.8153621,35.32680058,-11.50312397
117.4897555,35.32433145,-11.77148087
120.2264435,35.32174327,-12.04611563
123.0268771,35.31903016,-12.32717607
125.8925412,35.31618597,-12.61481356
128.8249552,35.31320422,-12.90918306
131.8256739,35.3100781,-13.21044324
134.8962883,35.30680043,-13.5187565
138.0384265,35.30336368,-13.83428915
141.2537545,35.29975993,-14.15721141
144.5439771,35.29598084,-14.48769756
147.9108388,35.29201763,-14.825926
151.3561248,35.28786106,-15.17207935
154.8816619,35.28350141,-15.52634454
158.4893192,35.27892845,-15.88891291
162.1810097,35.2741314,-16.25998029
165.9586907,35.26909891,-16.6397471
169.8243652,35.26381902,-17.02841842
173.7800829,35.25827913,-17.42620414
177.827941,35.25246598,-17.83331896
181.9700859,35.24636557,-18.24998256
186.2087137,35.23996315,-18.67641963
190.5460718,35.23324319,-19.11285998
194.98446,35.22618928,-19.55953861
199.5262315,35.21878414,-20.01669577
204.1737945,35.21100952,-20.48457704
208.9296131,35.2028462,-20.96343339
213.796209,35.19427387,-21.45352123
218.7761624,35.18527109,-21.95510243
223.8721139,35.17581527,-22.4684444
229.0867653,35.16588251,-22.99382004
234.4228815,35.15544763,-23.53150781
239.8832919,35.14448401,-24.08179167
245.4708916,35.13296353,-24.64496107
251.1886432,35.12085654,-25.22131087
257.0395783,35.10813167,-25.8111413
263.0267992,35.09475583,-26.41475781
269.1534804,35.08069403,-27.03247094
275.4228703,35.06590934,-27.66459619
281.8382931,35.05036275,-28.31145372
288.4031503,35.03401303,-28.97336818
295.1209227,35.01681667,-29.65066832
301.995172,34.9987277,-30.34368671
309.0295433,34.97969757,-31.05275925
316.227766,34.95967506,-31.77822472
323.5936569,34.93860607,-32.5204242
331.1311215,34.91643353,-33.27970043
338.8441561,34.89309723,-34.05639711
346.7368505,34.86853367,-34.85085802
354.8133892,34.84267591,-35.66342617
363.0780548,34.81545343,-36.49444267
371.5352291,34.78679195,-37.34424565
380.1893963,34.7566133,-38.21316895
389.045145,34.72483526,-39.10154067
398.1071706,34.6913714,-40.00968164
407.3802778,34.65613097,-40.93790367
416.8693835,34.61901876,-41.88650768
426.5795188,34.57993495,-42.85578163
436.5158322,34.53877504,-43.84599833
446.6835922,34.49542976,-44.85741303
457.0881896,34.44978497,-45.89026079
467.7351413,34.40172165,-46.94475382
478.6300923,34.35111588,-48.02107844
489.7788194,34.29783884,-49.11939206
501.1872336,34.24175688,-50.23981988
512.861384,34.18273163,-51.38245146
524.8074602,34.12062013,-52.54733726
537.0317964,34.05527502,-53.7344849
549.5408739,33.98654482,-54.94385554
562.3413252,33.91427423,-56.17536006
575.4399373,33.83830451,-57.42885538
588.8436554,33.75847397,-58.70414068
602.5595861,33.67461843,-60.0009539
616.5950019,33.58657185,-61.31896824
630.9573445,33.49416704,-62.65778902
645.654229,33.39723635,-64.01695075
660.693448,33.29561251,-65.39591461
676.0829754,33.18912954,-66.79406643
691.8309709,33.07762369,-68.21071505
707.9457844,32.96093444,-69.64509148
724.4359601,32.83890559,-71.09634851
741.3102413,32.7113863,-72.56356126
758.577575,32.57823227,-74.04572833
776.2471166,32.4393068,-75.54177393
794.3282347,32.29448197,-77.05055077
812.8305162,32.14363966,-78.57084385
831.7637711,31.98667265,-80.10137514
851.1380382,31.82348555,-81.64080906
870.96359,31.65399575,-83.18775878
891.2509381,31.47813417,-84.74079324
912.0108394,31.29584597,-86.29844485
933.2543008,31.10709111,-87.8592177
954.992586,30.91184473,-89.4215962
977.237221,30.71009745,-90.98405408
1000,30.50185545,-92.54506347
1023.292992,30.28714043,-94.10310409
1047.128548,30.06598941,-95.65667226
1071.519305,29.83845434,-97.20428965
1096.478196,29.60460164,-98.74451171
1122.018454,29.36451152,-100.2759355
1148.153621,29.11827724,-101.7972069
1174.897555,28.86600424,-103.3070273
1202.264435,28.60780921,-104.8041592
1230.268771,28.34381904,-106.2874311
1258.925412,28.07416977,-107.755742
1288.249552,27.79900547,-109.2080639
1318.256739,27.51847715,-110.6434448
1348.962883,27.23274162,-112.0610099
1380.384265,26.94196038,-113.4599623
1412.537545,26.64629861,-114.8395829
1445.439771,26.34592409,-116.19923
1479.108388,26.04100624,-117.5383373
1513.561248,25.73171526,-118.8564127
1548.816619,25.41822123,-120.1530355
1584.893192,25.10069338,-121.4278537
1621.810097,24.7792994,-122.680581
1659.586907,24.45420478,-123.9109932
1698.243652,24.12557233,-125.118925
1737.800829,23.79356165,-126.3042659
1778.27941,23.45832879,-127.4669569
1819.700859,23.12002586,-128.6069865
1862.087137,22.77880081,-129.724387
1905.460718,22.4347972,-130.819231
1949.8446,22.08815404,-131.8916275
1995.262315,21.7390057,-132.9417187
2041.737945,21.38748182,-133.9696768
2089.296131,21.03370733,-134.9757003
2137.96209,20.67780243,-135.9600118
2187.761624,20.31988263,-136.9228544
2238.721139,19.96005885,-137.8644898
2290.867653,19.59843748,-138.7851952
2344.228815,19.23512051,-139.6852615
2398.832919,18.87020566,-140.5649907
2454.708916,18.50378649,-141.4246946
2511.886432,18.13595257,-142.2646926
2570.395783,17.76678965,-143.08531
2630.267992,17.39637979,-143.8868769
2691.534804,17.02480154,-144.6697267
2754.228703,16.6521301,-145.4341947
2818.382931,16.27843752,-146.1806174
2884.031503,15.9037928,-146.9093315
2951.209227,15.52826212,-147.6206724
